store,dept,week,promotion_sales
1,3,2012-03-05,2132.1765320618297
1,3,2012-07-09,1993.2191920192845
1,3,2012-07-16,8887.148272393915
1,3,2012-07-23,11336.631178801234
1,3,2012-07-30,18836.08670235854
1,3,2012-08-06,16615.257808115108
1,3,2012-08-13,20149.018267723633
1,3,2012-08-20,31876.381409358593
1,3,2012-08-27,38780.77426515371
1,3,2012-09-03,6242.482058767785
1,3,2012-09-10,2057.077094739801
1,4,2010-02-01,4078.3448564137725
1,4,2010-05-31,4660.523314474828
1,4,2010-06-28,3816.4594476111856
1,4,2010-07-05,3802.671767296099
1,4,2010-08-02,4897.473151111838
1,4,2010-11-22,9643.710887460998
1,4,2010-12-20,11268.786249147583
1,4,2011-05-30,5790.3388069067305
1,4,2011-11-21,9166.27863748814
1,4,2011-12-19,10319.074036420043
1,4,2012-04-02,4526.207275643532
1,4,2012-04-30,4360.356774101762
1,4,2012-05-28,3998.165343118193
1,4,2012-07-02,7306.311219672976
1,5,2010-02-01,4593.556813524129
1,5,2010-03-22,15599.929508308449
1,5,2010-03-29,7325.231111865621
1,5,2010-04-19,4419.653863463334
1,5,2010-04-26,2382.461256896188
1,5,2010-05-31,6293.183432359709
1,5,2010-06-07,5555.042394785394
1,5,2010-06-14,3798.905290395854
1,5,2010-06-21,3275.901970460977
1,5,2010-06-28,3220.1482501062587
1,5,2010-07-05,4609.215175118789
1,5,2010-07-12,2176.7708595877907
1,5,2010-11-22,42739.682612770994
1,5,2010-11-29,8444.184993811054
1,5,2010-12-06,21129.064073834365
1,5,2010-12-13,30903.95100096735
1,5,2010-12-20,56815.689468725046
1,5,2010-12-27,3093.8979039382507
1,5,2011-02-07,8628.918300153664
1,5,2011-02-14,3506.783718851631
1,5,2011-06-20,5094.0111007639225
1,5,2011-06-27,2731.124972595487
1,5,2011-07-11,1863.17239730106
1,5,2011-07-18,2582.615165758399
1,5,2011-08-01,3821.078847150937
1,5,2011-08-08,3515.219987996387
1,5,2011-10-03,6968.17954444606
1,5,2011-10-17,7717.255884457042
1,5,2011-10-31,5454.361860064566
1,5,2011-11-07,3800.6333985634474
1,5,2011-11-21,51103.61057576085
1,5,2011-11-28,3676.4902339571936
1,5,2011-12-05,12523.88883143168
1,5,2011-12-12,13899.585374083192
1,5,2011-12-19,31726.49126161107
1,5,2011-12-26,4973.047163585483
1,5,2012-02-06,9223.769459620125
1,5,2012-02-13,17871.902994330194
1,5,2012-02-20,2927.3879417727467
1,5,2012-02-27,3395.564476374799
1,5,2012-03-12,3487.0676717942038
1,5,2012-04-02,4832.932719853071
1,5,2012-06-04,6825.381374863677
1,5,2012-06-11,3723.102718371878
1,5,2012-06-18,6911.084159677448
1,5,2012-06-25,2889.975953590873
1,5,2012-07-02,2351.381187615714
1,5,2012-08-20,2688.3195747275586
1,5,2012-09-17,3162.1684463777624
1,6,2010-02-08,3921.3310538560777
1,6,2010-02-15,863.9998488268312
1,6,2010-03-08,594.06906458628
1,6,2010-03-22,2600.9404271072735
1,6,2010-05-03,3001.6799858054296
1,6,2010-05-10,2557.5644825016757
1,6,2010-05-24,1830.5623454772544
1,6,2010-05-31,1182.1180105307733
1,6,2010-07-05,785.6881937353504
1,6,2010-07-12,569.702501065728
1,6,2010-07-19,1565.9068866757677
1,6,2010-08-02,461.84958556441813
1,6,2010-10-25,733.4996929016337
1,6,2010-11-22,15448.969595921346
1,6,2010-11-29,1539.349305882092
1,6,2010-12-06,1611.4763261932524
1,6,2010-12-13,7289.167710457674
1,6,2010-12-20,23778.35138904953
1,6,2010-12-27,1044.8464233970544
1,6,2011-05-02,3333.6487657539783
1,6,2011-05-16,838.9284052166852
1,6,2011-05-23,1830.5104668906579
1,6,2011-06-27,424.69834467786643
1,6,2011-09-05,2370.8266221985064
1,6,2011-09-19,836.6234313729578
1,6,2011-10-03,762.0465980300178
1,6,2011-10-17,1059.4342253511825
1,6,2011-10-24,2149.1219253547674
1,6,2011-10-31,2107.6648524312327
1,6,2011-11-21,14504.438847499805
1,6,2011-11-28,1008.734826948321
1,6,2011-12-05,2488.758708358803
1,6,2011-12-12,5817.542808391749
1,6,2011-12-19,14772.47007848822
1,6,2011-12-26,2406.1118825011463
1,6,2012-02-06,3306.439805087691
1,6,2012-02-27,2590.293484752744
1,6,2012-03-26,905.5017355798952
1,6,2012-04-02,1201.4289466521434
1,6,2012-04-09,1000.5204634663726
1,6,2012-04-30,1350.5001224986843
1,6,2012-05-14,2846.5540063348935
1,6,2012-05-21,1984.3708918374052
1,6,2012-06-04,1814.9718215418286
1,6,2012-06-11,1032.02071358901
1,6,2012-06-18,1847.4731974347187
1,6,2012-06-25,1765.878124235281
1,6,2012-07-16,472.95286850751177
1,6,2012-07-30,357.85417991927727
1,6,2012-09-17,871.6411980582382
1,6,2012-10-01,458.59630444681466
1,6,2012-10-22,523.9139610616111
1,7,2010-05-17,7762.026250762247
1,7,2010-05-24,16067.281595196633
1,7,2010-05-31,23836.475837634556
1,7,2010-06-07,6203.580835140781
1,7,2010-06-14,6379.702459118192
1,7,2010-06-21,8424.747402628525
1,7,2010-06-28,2164.137651536616
1,7,2010-07-05,2454.583842988911
1,7,2010-07-12,2462.803806581165
1,7,2010-11-15,4844.191412197733
1,7,2010-11-22,53270.513745592885
1,7,2010-11-29,27914.73750559316
1,7,2010-12-06,44378.080412183495
1,7,2010-12-13,76669.9723380668
1,7,2010-12-20,147196.79046908795
1,7,2010-12-27,7553.194416966238
1,7,2011-02-14,4114.132787850676
1,7,2011-02-21,3314.7195983813085
1,7,2011-03-14,2136.6863009053495
1,7,2011-04-18,4050.7143095444176
1,7,2011-04-25,2406.883057372345
1,7,2011-05-23,6513.420061064651
1,7,2011-05-30,18371.17451849042
1,7,2011-06-06,18587.110828161036
1,7,2011-06-13,11528.900659287281
1,7,2011-06-20,3942.2780942337586
1,7,2011-06-27,4005.9380490233543
1,7,2011-10-17,6000.029603399429
1,7,2011-10-24,8159.27594670317
1,7,2011-10-31,5470.463652670268
1,7,2011-11-07,7202.632329409865
1,7,2011-11-14,3136.9691974093416
1,7,2011-11-21,52451.942503468366
1,7,2011-11-28,14245.443965502118
1,7,2011-12-05,28858.747045515807
1,7,2011-12-12,50597.88767546897
1,7,2011-12-19,100401.34883962755
1,7,2011-12-26,19054.200644497978
1,7,2012-04-02,7252.786313857656
1,7,2012-04-30,3156.895504087654
1,7,2012-05-07,3301.919487636187
1,7,2012-05-21,9130.325718236192
1,7,2012-05-28,12131.325644710407
1,7,2012-06-04,10704.236768374501
1,7,2012-06-11,6982.216855278571
1,7,2012-06-18,5606.636609090857
1,7,2012-06-25,5010.650228502786
1,7,2012-07-02,8428.322665797019
1,7,2012-09-17,4488.68853185546
1,7,2012-09-24,4317.120612960792
1,7,2012-10-01,4060.6444684179755
1,7,2012-10-08,2190.767467779437
1,7,2012-10-15,3925.543204423767
1,7,2012-10-22,3416.669194335097
1,8,2010-02-01,5767.8656903588835
1,8,2010-02-15,4209.79338910345
1,8,2010-03-01,4188.000392431647
1,8,2010-03-29,3565.7436329647203
1,8,2010-12-20,6590.303058866301
1,8,2011-01-31,3928.9220102337613
1,8,2011-12-19,4172.297419887276
1,8,2012-04-02,4170.819191717598
1,8,2012-04-30,4080.1380658689295
1,8,2012-05-28,3862.931271199186
1,8,2012-07-02,4746.467189113072
1,8,2012-10-01,5683.738224191444
1,9,2010-03-08,3685.6779410001714
1,9,2010-03-15,11564.191100757618
1,9,2010-03-22,6103.282388017055
1,9,2010-03-29,3628.9705867235944
1,9,2010-04-05,4286.583153466731
1,9,2010-04-12,6914.088267712102
1,9,2010-04-19,2671.5426246024026
1,9,2010-05-03,5336.962187521019
1,9,2010-05-10,2929.5460138602766
1,9,2010-05-17,5147.4844891942885
1,9,2010-05-24,6934.791178379491
1,9,2010-05-31,13211.703946789696
1,9,2010-06-07,3347.0172063178247
1,9,2010-07-05,2609.9368542334023
1,9,2010-08-30,12750.42251713633
1,9,2010-09-06,13063.373874256644
1,9,2010-09-27,17517.421910284967
1,9,2010-10-04,8266.360597301811
1,9,2010-10-11,4660.818983902018
1,9,2010-10-25,3722.7993382890472
1,9,2010-11-01,21332.836653832896
1,9,2010-11-08,9749.309337878061
1,9,2010-11-22,17380.627765548328
1,9,2010-12-20,20929.377749199604
1,9,2011-02-28,2591.7971149271066
1,9,2011-03-07,3480.3513575013376
1,9,2011-03-14,9550.670458576718
1,9,2011-03-21,12831.543425420718
1,9,2011-03-28,4127.221613883594
1,9,2011-04-04,3266.3823402533476
1,9,2011-04-11,4129.215322041691
1,9,2011-04-18,4219.078233403703
1,9,2011-05-30,5188.703713754195
1,9,2011-08-29,9292.33031037141
1,9,2011-09-05,5873.5771992622085
1,9,2011-09-26,14109.892326558038
1,9,2011-10-03,11717.476782081023
1,9,2011-10-24,4619.691331466718
1,9,2011-10-31,20753.217426057272
1,9,2011-11-07,7782.447718817731
1,9,2011-11-21,12626.799994211628
1,9,2011-12-19,16624.271746230905
1,9,2012-02-27,3566.112633139406
1,9,2012-03-12,11218.458692031461
1,9,2012-03-19,6833.249541347254
1,9,2012-03-26,23752.33358290254
1,9,2012-04-02,14545.421957475883
1,9,2012-04-09,6346.720923356907
1,9,2012-04-23,3330.9415265930274
1,9,2012-04-30,4376.056899430182
1,9,2012-05-28,6946.414612880662
1,9,2012-07-02,3251.0644417773865
1,9,2012-08-27,9813.907347120017
1,9,2012-09-03,10912.659813578643
1,9,2012-09-24,8293.112746735169
1,9,2012-10-01,7949.578783536243
1,9,2012-10-08,4579.578670213541
1,9,2012-10-15,4138.523864518595
1,9,2012-10-22,8546.639206863398
1,10,2010-08-02,5093.772120743189
1,10,2010-08-16,5314.358279198377
1,10,2010-08-30,4327.739222335271
1,10,2010-09-06,3302.7508206291086
1,10,2010-11-01,3218.09852415312
1,10,2011-02-07,4724.919094100147
1,10,2011-02-14,3443.1794932050884
1,10,2011-02-28,4567.462280961751
1,10,2011-03-21,10641.215020671234
1,10,2011-05-30,3406.9237446286784
1,10,2011-11-07,3142.4542709950615
1,10,2012-02-06,5994.812852278742
1,10,2012-02-13,8400.862164516491
1,10,2012-02-20,5235.305021731426
1,10,2012-02-27,6540.7597702509365
1,10,2012-03-26,10500.811018040999
1,10,2012-05-28,3915.6255329824908
1,10,2012-07-02,6662.483055861227
1,11,2010-02-01,3381.5392839439123
1,11,2010-05-31,8809.396014388605
1,11,2010-06-14,7252.956118293968
1,11,2010-06-21,11973.540262520772
1,11,2010-08-02,11191.415737734418
1,11,2010-08-09,4502.486490919904
1,11,2010-08-16,6475.398701915187
1,11,2010-11-01,4493.684973498066
1,11,2010-11-15,3161.351317232681
1,11,2010-11-22,11002.621469275558
1,11,2010-11-29,9810.530623953502
1,11,2010-12-06,7873.295683618966
1,11,2010-12-13,8893.306519324933
1,11,2010-12-20,12950.976076453715
1,11,2010-12-27,2514.8644029208344
1,11,2011-01-03,2391.835618683724
1,11,2011-01-10,13691.973447430782
1,11,2011-01-31,3438.9890888474306
1,11,2011-05-30,10678.572621218018
1,11,2011-06-06,13434.658687172641
1,11,2011-06-13,7880.904158771879
1,11,2011-06-20,7044.607025987799
1,11,2011-06-27,5918.140434944715
1,11,2011-07-04,3895.549361831614
1,11,2011-07-11,10106.107239694018
1,11,2011-07-18,6479.169297159813
1,11,2011-07-25,4927.988816738654
1,11,2011-08-01,6425.614490851855
1,11,2011-10-31,6442.120466489478
1,11,2011-11-07,2760.218676357129
1,11,2011-11-21,7965.57630652487
1,11,2011-11-28,12918.148303724145
1,11,2011-12-05,18676.001697196574
1,11,2011-12-12,7736.075179291706
1,11,2011-12-19,11210.400916548972
1,11,2011-12-26,3640.8832223933937
1,11,2012-01-02,5112.457800145134
1,11,2012-01-09,3699.200715338828
1,11,2012-02-06,3754.8487091787333
1,11,2012-02-13,3652.8644639945155
1,11,2012-04-02,2967.6672517172824
1,11,2012-04-30,4099.174623566408
1,11,2012-05-28,3978.680932468048
1,11,2012-06-04,7381.132538854058
1,11,2012-06-25,16242.37384443569
1,11,2012-07-02,8074.993312998255
1,11,2012-07-23,6022.924446314932
1,12,2010-03-08,1976.1824408226996
1,12,2010-03-15,2311.623368952335
1,12,2010-05-31,1354.557688195816
1,12,2010-08-02,1651.1366398125183
1,12,2010-08-09,2238.97478926256
1,12,2010-10-04,2360.596108310699
1,12,2010-10-11,1666.6396672056367
1,12,2010-10-18,2398.2345345039726
1,12,2010-11-08,2452.798885660678
1,12,2011-02-14,1623.155047589636
1,12,2011-02-28,2372.4428963800383
1,12,2011-03-07,1302.7388280128991
1,12,2011-03-14,4935.402157391295
1,12,2011-03-21,1369.134891070903
1,12,2011-04-04,1321.5618173257226
1,12,2011-04-11,1434.2478744482946
1,12,2011-04-18,1912.4621301538189
1,12,2011-05-16,2434.235892216131
1,12,2011-05-30,1300.5125984185381
1,12,2011-10-03,1668.4741253754992
1,12,2011-10-10,2829.615119662726
1,12,2011-10-17,2130.264239130288
1,12,2011-10-24,1292.175927483879
1,12,2011-10-31,948.9970804814399
1,12,2011-11-07,1301.0811256078148
1,12,2011-11-14,1025.5573927527269
1,12,2012-02-20,1181.6509734981748
1,12,2012-02-27,1699.9121595008985
1,12,2012-03-05,1448.6427513605108
1,12,2012-03-12,1481.254817787079
1,12,2012-07-02,2025.6562029801123
1,12,2012-09-03,2202.7396172472454
1,12,2012-09-24,1217.2984226191138
1,12,2012-10-15,1532.44290330873
1,13,2010-02-01,5318.134089411426
1,13,2010-08-30,6001.730030033443
1,13,2011-02-28,4715.201770386132
1,13,2012-01-30,5577.909301296964
1,13,2012-02-06,5088.879373325913
1,13,2012-02-27,6388.776704745009
1,13,2012-04-02,5486.00138867664
1,13,2012-04-30,4206.663368024263
1,13,2012-07-30,4399.750455478715
1,13,2012-09-03,4327.193142719214
1,13,2012-10-01,4102.352830830008
1,14,2010-02-01,2767.6602281363616
1,14,2010-03-01,2152.9950083047906
1,14,2010-05-31,1717.5245341315904
1,14,2010-06-28,1289.4338132793318
1,14,2010-07-05,2909.07294959133
1,14,2010-07-12,1441.3211266101348
1,14,2010-08-02,2186.157611278717
1,14,2010-11-15,4024.1151921780483
1,14,2010-11-22,22339.625219400943
1,14,2010-12-06,3168.330915703405
1,14,2010-12-13,12112.326771572081
1,14,2010-12-20,31386.436965568966
1,14,2010-12-27,5029.1676224120265
1,14,2011-05-02,1959.946655067996
1,14,2011-05-09,1788.5952948977638
1,14,2011-08-22,1600.2202101931803
1,14,2011-11-14,1892.8358810755403
1,14,2011-11-21,23735.27225925979
1,14,2011-11-28,1743.2295874234903
1,14,2011-12-05,7336.595118798346
1,14,2011-12-12,12190.219043051346
1,14,2011-12-19,29367.302687221516
1,14,2011-12-26,8938.543394344439
1,14,2012-02-13,4624.259572002571
1,14,2012-02-20,2014.6253722651536
1,14,2012-02-27,3053.611626038972
1,14,2012-04-30,2209.570238670481
1,14,2012-05-07,1815.8249493168992
1,14,2012-05-14,2867.457338964632
1,14,2012-05-28,1880.2410528316427
1,14,2012-06-11,1434.9447772134342
1,14,2012-06-25,4533.180331776022
1,14,2012-07-02,6672.107241029197
1,14,2012-07-09,1978.6458140427933
1,16,2010-03-15,10153.019119605544
1,16,2010-03-29,10295.86658547667
1,16,2010-04-05,15473.002431902116
1,16,2010-04-12,20549.469956666948
1,16,2010-04-19,11339.614618039468
1,16,2010-04-26,7631.728383352049
1,16,2010-05-03,11088.606000272795
1,16,2010-05-31,6242.0815531424505
1,16,2010-08-16,3782.1812424206873
1,16,2010-08-23,3240.0882883000936
1,16,2010-08-30,9042.865004103107
1,16,2010-09-06,11271.516984505943
1,16,2010-09-13,8616.043127853105
1,16,2010-09-20,7961.099437818569
1,16,2010-09-27,11333.280697012178
1,16,2010-10-04,8309.084903860288
1,16,2010-10-11,9826.332963998233
1,16,2010-10-18,7692.617045181626
1,16,2010-12-06,4238.135152104619
1,16,2010-12-13,3572.7952399361902
1,16,2010-12-20,5157.329278095531
1,16,2011-03-14,10325.649159710234
1,16,2011-03-21,13822.711723888448
1,16,2011-03-28,6256.523613859242
1,16,2011-04-04,11275.93733685598
1,16,2011-04-11,8965.9653633038
1,16,2011-04-18,8016.851123880165
1,16,2011-09-05,5800.679278210332
1,16,2011-09-12,3776.7030985012325
1,16,2011-09-19,3330.36153418359
1,16,2011-09-26,6253.610031315712
1,16,2011-10-03,10492.048310917016
1,16,2011-10-10,7683.457641723642
1,16,2011-10-17,9238.362797357977
1,16,2011-10-24,7395.4940448391835
1,16,2011-11-28,5368.178199962229
1,16,2011-12-05,3702.862515480984
1,16,2011-12-12,2023.280999816022
1,16,2011-12-19,2117.6810142251984
1,16,2012-03-12,12109.323274467562
1,16,2012-03-19,10136.800592755386
1,16,2012-03-26,18273.692029124017
1,16,2012-04-02,20758.202923612735
1,16,2012-04-09,15062.572994567521
1,16,2012-07-02,7573.0917467931195
1,16,2012-08-27,1626.6789977300668
1,16,2012-09-03,7813.166015670152
1,16,2012-09-10,4292.31085559428
1,16,2012-09-17,5231.1857886262205
1,16,2012-09-24,8534.911659263722
1,16,2012-10-01,6848.379879739864
1,16,2012-10-08,7542.325926089415
1,16,2012-10-15,7746.316716959503
1,16,2012-10-22,9087.512328720515
1,17,2010-02-01,2104.9042586498326
1,17,2010-02-08,2347.7492287248365
1,17,2010-02-15,2505.361578782322
1,17,2010-03-01,1855.9739904911096
1,17,2010-03-08,2103.4788818738975
1,17,2010-08-02,1068.7927012189368
1,17,2010-08-16,1903.6791924550612
1,17,2010-08-23,1120.4103328648246
1,17,2010-08-30,1133.0875244989747
1,17,2010-11-22,3178.742331793838
1,17,2010-12-06,1597.1463496869796
1,17,2010-12-13,3127.9206362800464
1,17,2010-12-20,9481.723788237483
1,17,2011-02-14,2390.889059057651
1,17,2011-02-21,1808.2937835076286
1,17,2011-02-28,2963.484554928192
1,17,2011-05-02,1245.9068732955225
1,17,2011-05-09,1230.569456762955
1,17,2011-06-06,1372.805745755811
1,17,2011-06-13,2390.995600725274
1,17,2011-08-22,979.3875192679724
1,17,2011-11-21,2927.7349260875944
1,17,2011-12-12,2031.1559965167419
1,17,2011-12-19,8859.096754133656
1,17,2012-02-13,2220.2563231181384
1,17,2012-02-27,1905.0180284889154
1,17,2012-03-05,2385.9800916484946
1,17,2012-04-30,943.9683522420225
1,17,2012-05-14,1450.8190275016848
1,17,2012-06-04,1045.8893463487505
1,17,2012-06-25,908.3451829301019
1,17,2012-07-02,761.955755303762
1,17,2012-07-23,1189.422481122742
1,17,2012-08-06,1147.082521888941
1,17,2012-08-13,1374.1263170744912
1,17,2012-08-20,2139.4899710425248
1,17,2012-09-03,1166.4820343634092
1,17,2012-10-01,1097.5639658916436
1,19,2010-02-01,324.5376478312046
1,19,2010-03-08,188.0805365091848
1,19,2010-03-15,346.5585820317928
1,19,2010-03-22,638.1702811140167
1,19,2010-04-05,384.0048313636369
1,19,2010-08-02,732.5549967874224
1,19,2010-08-09,365.51413006311094
1,19,2010-08-16,344.7518804664509
1,19,2010-09-06,308.07295921891415
1,19,2010-09-13,470.0517893990836
1,19,2010-09-20,170.952384017683
1,19,2010-10-04,458.3950817557297
1,19,2010-10-11,437.3832637026063
1,19,2010-10-18,369.63052527640934
1,19,2010-10-25,1148.3709002010787
1,19,2010-11-08,307.9916867854371
1,19,2010-11-15,278.63622580479057
1,19,2010-11-29,169.26004296086435
1,19,2010-12-13,299.4173809620603
1,19,2011-02-14,164.13750064686596
1,19,2011-02-21,694.0492783780105
1,19,2011-02-28,219.06070277307288
1,19,2011-03-07,308.8824799201189
1,19,2011-03-14,242.37535769062077
1,19,2011-04-04,671.4935656396118
1,19,2011-04-18,167.42558559875235
1,19,2011-05-16,180.38922494862456
1,19,2011-07-25,166.27922053091726
1,19,2011-11-28,256.3317470388869
1,19,2011-12-05,608.4388420290657
1,19,2011-12-12,240.76424808069248
1,19,2011-12-19,787.2958588621037
1,19,2012-01-30,119.89303390119623
1,19,2012-03-05,543.7267627195445
1,19,2012-03-12,310.62366870233814
1,19,2012-04-16,256.94712849630076
1,19,2012-04-30,267.27486375132236
1,19,2012-05-07,982.6039996077922
1,19,2012-05-14,574.1487705841513
1,19,2012-05-21,161.9767508026958
1,19,2012-05-28,546.030945967474
1,19,2012-06-04,381.1851331099523
1,19,2012-06-18,313.7187848405512
1,19,2012-06-25,175.18357177445222
1,19,2012-07-02,333.3593213588334
1,19,2012-07-09,133.14423875813137
1,19,2012-07-23,140.63733453197048
1,19,2012-08-13,311.95320113607863
1,19,2012-08-20,447.9000156961378
1,19,2012-09-03,335.57565225335986
1,19,2012-09-17,112.6181684109232
1,19,2012-09-24,493.0104340643431
1,19,2012-10-01,293.8548404047946
1,19,2012-10-08,522.6979060542152
1,19,2012-10-15,351.4173160649179
1,19,2012-10-22,755.3541184074516
1,20,2010-02-01,1592.2582648057169
1,20,2010-02-15,1111.680749224341
1,20,2010-03-01,425.5771585612627
1,20,2010-03-08,2631.8959203770455
1,20,2010-03-15,500.82462228468546
1,20,2010-05-24,626.9669877079236
1,20,2010-05-31,2683.0781518292724
1,20,2010-06-07,662.2689512377674
1,20,2010-06-14,1128.300999314833
1,20,2010-06-21,631.9247070419709
1,20,2010-06-28,1553.266514526541
1,20,2010-07-05,982.1319914052145
1,20,2010-07-12,700.7304363903418
1,20,2010-08-02,631.6777600783946
1,20,2010-10-04,512.9852376635007
1,20,2010-11-22,2871.013063066978
1,20,2010-12-20,522.1459359159397
1,20,2011-05-23,538.3964022246248
1,20,2011-05-30,802.9327377386818
1,20,2011-06-27,845.2034814625484
1,20,2011-08-22,631.2768478292196
1,20,2011-08-29,430.30479533358096
1,20,2011-11-21,2212.9788189708665
1,20,2011-12-12,357.4447694585885
1,20,2011-12-19,2264.191054941163
1,20,2011-12-26,691.1771947217954
1,20,2012-01-09,1075.5845445231478
1,20,2012-01-16,454.57462160550057
1,20,2012-01-30,585.4328221211877
1,20,2012-02-06,2376.4994394263194
1,20,2012-02-13,1806.56164668882
1,20,2012-02-20,590.1606955188811
1,20,2012-02-27,1510.9152030291427
1,20,2012-03-05,3269.634295031011
1,20,2012-03-12,927.3158071816147
1,20,2012-03-26,993.5975873759977
1,20,2012-05-14,660.6789509435471
1,20,2012-06-18,601.9717450781557
1,20,2012-07-02,950.8284943981024
1,20,2012-08-27,621.2498374579119
1,20,2012-09-03,439.3030598590216
1,20,2012-10-01,588.0554670761466
1,21,2010-05-24,1051.2171574693828
1,21,2010-05-31,826.1880316544097
1,21,2010-06-14,1271.9377369969902
1,21,2010-06-28,1184.3721618108607
1,21,2010-07-05,1248.8365957773867
1,21,2010-07-12,886.2166394747924
1,21,2010-08-30,848.5581366526219
1,21,2010-12-13,1760.5715549676845
1,21,2010-12-20,4101.201285926824
1,21,2011-08-01,986.9180255731578
1,21,2011-09-12,1065.1812896735462
1,21,2011-10-03,1126.48570361699
1,21,2011-11-21,2006.8689409095352
1,21,2011-12-05,1507.3472656052645
1,21,2011-12-12,2688.672773002749
1,21,2011-12-19,5413.988761252042
1,21,2012-02-13,1182.0922588729527
1,21,2012-02-27,1970.1970662904928
1,21,2012-03-26,901.4044382426686
1,21,2012-04-02,2657.6205345959465
1,21,2012-09-03,781.9224415906779
1,22,2010-02-01,3860.637737191452
1,22,2010-02-08,5169.073463102962
1,22,2010-02-15,2767.3330662651033
1,22,2010-03-08,1343.194304304799
1,22,2010-05-31,956.9353955381026
1,22,2010-08-02,1090.760812847132
1,22,2010-08-16,2159.425386471264
1,22,2010-09-06,1483.7238241833697
1,22,2010-11-22,6454.366666872313
1,22,2010-12-06,2690.4859536721488
1,22,2010-12-13,3953.5792958505313
1,22,2010-12-20,9600.601300601946
1,22,2010-12-27,1808.9513693211968
1,22,2011-01-31,3161.704420553797
1,22,2011-02-07,1459.8582861937252
1,22,2011-02-14,3853.7371998543467
1,22,2011-02-28,2389.9891692426922
1,22,2011-06-13,1637.6694600144478
1,22,2011-07-25,1250.5788917522843
1,22,2011-08-01,715.5360045087875
1,22,2011-08-08,1785.696661970857
1,22,2011-08-22,1350.814206064101
1,22,2011-09-05,2673.5416295919294
1,22,2011-11-21,11527.263764923753
1,22,2011-12-19,7181.443708084364
1,22,2011-12-26,1182.0426107665314
1,22,2012-02-06,2679.272494328317
1,22,2012-02-13,1803.1648090231008
1,22,2012-02-27,2725.3276290229737
1,22,2012-03-05,2582.2020446932775
1,22,2012-04-30,1019.5345015880251
1,22,2012-06-04,692.2735831173495
